Token ID   | Count      | Decoded Value
2714       | 22         | ' held'
4928       | 22         | ' church'
7393       | 22         | ' neck'
3633       | 22         | 'While'
7838       | 22         | ' noise'
9960       | 22         | ' march'
7808       | 22         | ' hide'
1114       | 22         | ' For'
719        | 22         | ' act'
18044      | 22         | ' breathe'
10861      | 22         | ' golden'
3850       | 22         | ' letter'
4713       | 22         | ' fresh'
2029       | 22         | ' above'
1728       | 22         | ' certain'
5636       | 22         | ' thr'
4082       | 22         | ' birth'
18807      | 22         | ' servant'
2476       | 22         | ' needs'
903        | 22         | 'ble'
4654       | 22         | ' join'
2392       | 22         | ' longer'
3853       | 22         | ' choose'
3704       | 22         | ' piece'
1381       | 22         | 'ats'
3465       | 22         | ' note'
5852       | 22         | ' seat'
346        | 22         | 'il'
20486      | 22         | ' ta'
8104       | 22         | ' laid'
32105      | 22         | ':''
7771       | 22         | ' steel'
431        | 22         | 'pe'
780        | 22         | ' because'
1039       | 22         | 'ets'
7263       | 22         | ' aside'
23307      | 22         | 'Too'
5210       | 22         | ' rough'
7975       | 22         | 'Out'
2157       | 22         | ' behind'
31514      | 22         | ' womb'
2258       | 22         | ' North'
432        | 22         | 'ight'
4939       | 22         | ' weak'
568        | 22         | 'so'
1186       | 22         | 'ret'
27965      | 22         | ' dispatch'
5897       | 22         | ' quiet'
945        | 22         | 'ars'
25681      | 22         | 'Stay'
31693      | 21         | ' Hort'
4420       | 21         | 'ingly'
8604       | 21         | ' lands'
18346      | 21         | ' conscience'
1148       | 21         | ' Is'
14475      | 21         | ' knees'
3861       | 21         | 'RA'
4360       | 21         | 'but'
28112      | 21         | '!--'
3032       | 21         | ' hon'
13476      | 21         | ' glory'
3914       | 21         | ' Let'
14999      | 21         | ' shed'
38400      | 21         | 'him'
47397      | 21         | ' slander'
33604      | 21         | 'ARI'
1311       | 21         | ' hum'
13062      | 21         | ' bears'
43468      | 21         | 'Ped'
23469      | 21         | ' vain'
12922      | 21         | ' bitter'
3371       | 21         | ' towards'
15744      | 21         | ' Pad'
333        | 21         | 'ur'
1402       | 21         | ' small'
28639      | 21         | ' oft'
2412       | 21         | 'ends'
4290       | 21         | ' citizens'
36087      | 21         | 'Sweet'
1477       | 21         | 'sh'
3470       | 21         | ' hundred'
16453      | 21         | ' forgot'
350        | 21         | ' P'
7227       | 21         | 'ART'
11945      | 21         | ' bones'
3200       | 21         | ' secret'
22304      | 21         | 'ieu'
1936       | 21         | ' five'
450        | 21         | ' ab'
6204       | 21         | ' stood'
22279      | 21         | ' lust'
5373       | 21         | ' victory'
6217       | 21         | 'EW'
10785      | 21         | ' drunk'
22073      | 21         | 'Think'
1666       | 21         | 'ows'
1674       | 21         | ' fore'
34072      | 21         | ' woes'
18259      | 21         | ' blessed'
659        | 21         | 'ove'
6611       | 21         | ' blow'
27012      | 21         | ' yourselves'
11293      | 21         | ' pride'
6265       | 21         | ' broke'
623        | 21         | 'ond'
427        | 21         | ' sh'
2735       | 21         | ' Now'
1902       | 21         | ' Gr'
30554      | 21         | ' XI'
6305       | 21         | ' Watch'
41857      | 20         | ' wretched'
2513       | 20         | ' walk'
22592      | 20         | 'retch'
2356       | 20         | ' pain'
33277      | 20         | ' forbid'
3187       | 20         | ' visit'
45536      | 20         | 'Faith'
24486      | 20         | ' wo'
3514       | 20         | ' danger'
20234      | 20         | ' despair'
14186      | 20         | ' precious'
5642       | 20         | ' manner'
1530       | 20         | 'ush'
3646       | 20         | 'Pl'
786        | 20         | 'ise'
12012      | 20         | ' bless'
4724       | 20         | ' guess'
4030       | 20         | ' kept'
8350       | 20         | ' fought'
613        | 20         | ' pe'
49302      | 20         | 'SAM'
22389      | 20         | ' obey'
7425       | 20         | ' struck'
537        | 20         | ' cl'
1804       | 20         | ' doing'
899        | 20         | ' prov'
727        | 20         | 'old'
6975       | 20         | 'umer'
4758       | 20         | 'which'
3705       | 20         | 'PS'
1637       | 20         | ' money'
2223       | 20         | ' action'
8072       | 20         | ' promised'
3724       | 20         | ' died'
565        | 20         | 'cl'
3725       | 20         | ' knowledge'
658        | 20         | 'ents'
21647      | 20         | ' Earl'
10515      | 20         | ' labour'
23722      | 20         | 'Could'
1178       | 20         | ' few'
10309      | 20         | ' deadly'
1296       | 20         | ' form'
2052       | 20         | 'ches'
665        | 20         | ' tw'
5428       | 20         | ' army'
27666      | 20         | ' doom'
22005      | 20         | 'Within'
18159      | 20         | ' masters'
6776       | 20         | ' alive'
25839      | 20         | ' cheeks'
26769      | 20         | ' coward'
512        | 20         | ' ad'
220        | 20         | ' '
1514       | 20         | ' Go'
3112       | 19         | ' pen'
3888       | 19         | ' moved'
3297       | 19         | ' sort'
23930      | 19         | ' proclaim'
13279      | 19         | ' shake'
1218       | 19         | ' second'
46721      | 19         | ' shepherd'
2759       | 19         | 'fully'
1188       | 19         | ' val'
3931       | 19         | ' summer'
10594      | 19         | 'will'
8951       | 19         | 'ught'
46449      | 19         | ' kindred'
506        | 19         | 'ong'
522        | 19         | 'ike'
3734       | 19         | ' fine'
3338       | 19         | ' safe'
3520       | 19         | ' remain'
11607      | 19         | ' mild'
38926      | 19         | 'BUR'
13810      | 19         | ' seal'
12734      | 19         | ' flowers'
401        | 19         | ' com'
11105      | 19         | ' tent'
10625      | 19         | ' dreams'
1771       | 19         | ' whether'
11501      | 19         | ' wisdom'
15499      | 19         | ' triumph'
34100      | 19         | 'itizens'
1374       | 19         | ' How'
1162       | 19         | ' cor'
3848       | 19         | ' calls'
32478      | 19         | 'Either'
1616       | 19         | 'let'
1051       | 19         | ' sign'
4295       | 19         | ' wild'
19695      | 19         | ' humble'
3077       | 19         | 'bed'
1404       | 19         | 'AT'
5814       | 19         | ' warm'
620        | 19         | 'ach'
848        | 19         | ' imp'
19538      | 19         | ' foolish'
11274      | 19         | 'good'
5599       | 19         | ' Master'
16896      | 19         | ' cried'
4162       | 19         | ' Why'
11016      | 19         | ' charity'
2330       | 19         | ' white'
3377       | 19         | ' spent'
1903       | 19         | ' early'
9397       | 19         | ' brothers'
25173      | 19         | 'LEY'
4274       | 19         | ' double'
18746      | 19         | ' stain'
3528       | 19         | 'IG'
1124       | 19         | 'akes'
1535       | 19         | ' health'
6369       | 19         | 'EX'
3818       | 19         | ' officer'
433        | 19         | 'art'
11348      | 19         | ' sour'
2068       | 19         | ' quick'
1949       | 19         | ' try'
821        | 19         | ''re'
5223       | 19         | ' herself'
12185      | 18         | ' Merc'
4483       | 18         | ' eat'
12111      | 18         | ' desperate'
5788       | 18         | ' stars'
11378      | 18         | ' satisfied'
363        | 18         | 'ag'
1854       | 18         | ' others'
24461      | 18         | 'Mine'
570        | 18         | 'ign'
30657      | 18         | ' vengeance'
49370      | 18         | 'Mist'
418        | 18         | 'os'
37798      | 18         | 'Fear'
12193      | 18         | 'Bel'
1757       | 18         | ' John'
382        | 18         | 'ore'
3565       | 18         | 'ares'
21696      | 18         | ' idle'
14622      | 18         | ' swift'
2151       | 18         | ' party'
384        | 18         | ' se'
8791       | 18         | ' encounter'
34730      | 18         | ' weary'
843        | 18         | ' And'
1016       | 18         | ' going'
27837      | 18         | ' bids'
8138       | 18         | ' blame'
558        | 18         | 'ace'
7374       | 18         | ' winter'
16903      | 18         | ' ours'
23887      | 18         | ' kindness'
44642      | 18         | ' yea'
24616      | 18         | 'Made'
874        | 18         | 'als'
9280       | 18         | ' dance'
6133       | 18         | ' aid'
449        | 18         | ' J'
7075       | 18         | ' favour'
9675       | 18         | ' glad'
44434      | 18         | ' crave'
11712      | 18         | 'Sign'
7673       | 18         | 'ouch'
17821      | 18         | 'True'
394        | 18         | 'igh'
3598       | 18         | ' seven'
6834       | 18         | ' thinks'
9449       | 18         | 'eness'
10174      | 18         | ' Lewis'
10522      | 18         | ' abroad'
7815       | 18         | ' stone'
7714       | 18         | ' walls'
15370      | 18         | ' thereof'
5052       | 18         | ' judge'
6070       | 18         | ' fill'
448        | 18         | 'out'
4485       | 18         | ' rise'
1335       | 18         | 'osed'
20822      | 17         | ' foes'
8580       | 17         | 'woman'
4988       | 17         | ' truly'
4487       | 17         | 'ils'
6935       | 17         | 'Comm'
31429      | 17         | 'ALT'
15480      | 17         | 'Stand'
1324       | 17         | 'app'
3212       | 17         | 'ges'
4245       | 17         | ' burn'
2894       | 17         | 'hood'
32204      | 17         | ' treason'
11842      | 17         | ' Barn'
23303      | 17         | 'Ha'
9203       | 17         | 'Under'
302        | 17         | ' re'
27380      | 17         | ' lest'
724        | 17         | 'ull'
5770       | 17         | ' god'
6827       | 17         | ' sentence'
10636      | 17         | ' deputy'
1291       | 17         | ' tra'
2266       | 17         | ' red'
11750      | 17         | 'ilst'
6016       | 17         | ' bright'
730        | 17         | ' fe'
6008       | 17         | 'acle'
1702       | 17         | ' sing'
5308       | 17         | 'Me'
7993       | 17         | ' Roman'
44551      | 17         | ' shrew'
1245       | 17         | ' effect'
2700       | 17         | ' force'
732        | 17         | 'we'
36987      | 17         | ' Mant'
37063      | 17         | ' faire'
31049      | 17         | ' humour'
6742       | 17         | 'itors'
3995       | 17         | ' sto'
2407       | 17         | ' quite'
49271      | 17         | 'shall'
4473       | 17         | ' trial'
12295      | 17         | 'Never'
751        | 17         | ' add'
1010       | 17         | 'ters'
844        | 17         | 'ix'
4135       | 17         | 'iful'
1198       | 17         | 'nce'
4545       | 17         | ' teach'
6181       | 17         | ' evil'
35205      | 17         | ' Fare'
1547       | 17         | 'ians'
831        | 17         | 'hen'
775        | 17         | ' We'
3421       | 17         | ' changed'
12226      | 17         | ' excuse'
1489       | 17         | ' bo'
6332       | 17         | ' sport'
2562       | 17         | ' easy'
3350       | 17         | ' cast'
3103       | 17         | 'Con'
4517       | 17         | ' mut'
18422      | 17         | 'ISH'
16561      | 17         | ' Plant'
5876       | 17         | ' trouble'
624        | 17         | 'ick'
13824      | 17         | ' beast'
7245       | 17         | ' ble'
12177      | 17         | ' cruel'
18653      | 17         | ' Vincent'
4190       | 17         | ' hair'
6297       | 17         | ' boot'
34942      | 17         | ' vile'
1848       | 17         | ' account'
8623       | 17         | 'onder'
5643       | 17         | 'ads'
48544      | 17         | 'gain'
21214      | 17         | ' Rut'
2722       | 17         | ' received'
3260       | 17         | 'After'
8492       | 17         | ' judgment'
1083       | 17         | 'ives'
799        | 17         | 'rit'
1570       | 17         | ' view'
19735      | 17         | ' swords'
1524       | 16         | ' school'
5755       | 16         | ' rid'
24345      | 16         | ' honesty'
85         | 16         | 'v'
31651      | 16         | ' envy'
3355       | 16         | ' wall'
4860       | 16         | ' guard'
13626      | 16         | ' sacred'
8711       | 16         | ' steal'
34548      | 16         | ' senate'
13878      | 16         | ' convey'
3840       | 16         | ' reasons'
8934       | 16         | ' reven'
1097       | 16         | ' car'
14150      | 16         | 'have'
13197      | 16         | ' bite'
3747       | 16         | ' safety'
14590      | 16         | ' whilst'
8977       | 16         | ' dust'
955        | 16         | ' Com'
1173       | 16         | 'ric'
27810      | 16         | ' fiery'
8117       | 16         | 'there'
24985      | 16         | ' pains'
5036       | 16         | 'fe'
23153      | 16         | ' tread'
9005       | 16         | ' Prince'
1272       | 16         | 'iness'
2411       | 16         | 'rel'
7927       | 16         | ' vice'
15061      | 16         | ' flower'
43959      | 16         | 'KEN'
895        | 16         | ' sm'
25132      | 16         | 'ulet'
1352       | 16         | 'ator'
2576       | 16         | ' girl'
1424       | 16         | 'els'
1443       | 16         | 'bs'
28787      | 16         | ' repent'
7334       | 16         | ' grown'
16398      | 16         | ' drown'
41962      | 16         | ' malice'
735        | 16         | 'ock'
6981       | 16         | 'AND'
5403       | 16         | ' twice'
2286       | 16         | 'aced'
11871      | 16         | ' divine'
4077       | 16         | ' green'
17517      | 16         | 'ilia'
2689       | 16         | ' affect'
3214       | 16         | ' fell'
17539      | 16         | 'ursed'
701        | 16         | 'ft'
11694      | 16         | ' buried'
421        | 16         | 'qu'
47167      | 16         | ' tyrant'
2245       | 16         | ' stop'
30960      | 16         | ''?'
18355      | 16         | ' thunder'
434        | 16         | 'ment'
1808       | 16         | ' question'
3572       | 16         | ' choice'
482        | 16         | 'ok'
1872       | 16         | 'ai'
33323      | 16         | ' gown'
26335      | 16         | ' Keeper'
6313       | 16         | ' depart'
19222      | 16         | ' dull'
11503      | 16         | ' priest'
6174       | 16         | ' meat'
6076       | 16         | ' spring'
19997      | 16         | ' trump'
5667       | 16         | ' leaves'
592        | 16         | 'ays'
499        | 16         | 'ap'
2077       | 16         | ' taken'
1000       | 16         | 'ale'
22066      | 15         | ' rude'
20596      | 15         | ' hollow'
789        | 15         | 'ower'
10152      | 15         | ' ease'
8889       | 15         | ' absence'
562        | 15         | 'ass'
973        | 15         | ' used'
505        | 15         | 'one'
11376      | 15         | ' garden'
13241      | 15         | ' Capitol'
4643       | 15         | ' Ver'
11443      | 15         | ' prayer'
20109      | 15         | ' ignorant'
8588       | 15         | ' possess'
19973      | 15         | ' perceive'
29445      | 15         | ' wed'
14046      | 15         | ' dwell'
969        | 15         | ' sur'
10517      | 15         | ' utter'
8348       | 15         | '?''
21210      | 15         | ' remedy'
14363      | 15         | 'his'
1991       | 15         | ' writ'
14418      | 15         | 'DER'
1966       | 15         | ' former'
26206      | 15         | ' fury'
39413      | 15         | ' tongues'
35695      | 15         | ' commend'
343        | 15         | 'ir'
4268       | 15         | ' drop'
3733       | 15         | 'ounds'
23684      | 15         | ' plague'
8212       | 15         | ' smile'
5658       | 15         | ' Thomas'
39461      | 15         | 'Brother'
39486      | 15         | 'chance'
19353      | 15         | ' cheek'
44811      | 15         | ' practise'
8993       | 15         | ' anger'
19188      | 15         | 'would'
1240       | 15         | 'ience'
11588      | 15         | 'Put'
14934      | 15         | ' guilt'
14966      | 15         | ' stones'
43982      | 15         | 'Edward'
22881      | 15         | ' wherein'
3549       | 15         | 'more'
904        | 15         | 'ward'
15157      | 15         | ' dread'
1833       | 15         | ' understand'
2233       | 15         | ' due'
894        | 15         | ' bel'
889        | 15         | 'ting'
15402      | 15         | ' condemn'
11651      | 15         | 'ONE'
36371      | 15         | ' rotten'
28729      | 15         | ' OVER'
3684       | 15         | ' unf'
10925      | 15         | ' deserve'
2839       | 15         | ' private'
863        | 15         | 'ited'
15513      | 15         | 'ORY'
6487       | 15         | ' laugh'
842        | 15         | ' reg'
10718      | 15         | ' sits'
7454       | 15         | 'Once'
3325       | 15         | 'urt'
10905      | 15         | ' ghost'
9686       | 15         | ' nose'
7428       | 15         | ' drawn'
33164      | 15         | ' fares'
4127       | 15         | 'ears'
22245      | 15         | 'Richard'
16249      | 15         | 'Without'
1464       | 15         | ' always'
12098      | 15         | ' wings'
2697       | 15         | ' reve'
793        | 15         | 'oss'
16609      | 15         | ' cares'
17854      | 15         | 'Indeed'
16635      | 15         | 'Bo'
7185       | 15         | ' creature'
36627      | 15         | ' fellows'
1675       | 15         | ' To'
9591       | 15         | ' mayor'
2883       | 15         | ' enjoy'
36708      | 15         | ' weeds'
1624       | 15         | ' claim'
3420       | 15         | ' door'
32460      | 14         | ' tedious'
47156      | 14         | ' alas'
2685       | 14         | ' cell'
3406       | 14         | ' Your'
4074       | 14         | ' ship'
3616       | 14         | ' meaning'
2277       | 14         | ' hit'
17278      | 14         | 'Turn'
17696      | 14         | ' affection'
3607       | 14         | ' gives'
753        | 14         | ' inc'
17743      | 14         | ' wives'
6808       | 14         | ' root'
774        | 14         | 'ty'
42173      | 14         | ' nobles'
16669      | 14         | ' castle'
38042      | 14         | ' butcher'
20589      | 14         | ' wicked'
40889      | 14         | ' deceived'
10569      | 14         | ' followers'
5445       | 14         | ' broken'
5372       | 14         | 'place'
6749       | 14         | 'ician'
6695       | 14         | ' occasion'
22191      | 14         | ' thrive'
9674       | 14         | ' affairs'
4020       | 14         | ' mist'
48632      | 14         | 'OX'
9413       | 14         | 'yard'
18107      | 14         | ' faint'
3174       | 14         | 'force'
42666      | 14         | ' babe'
4124       | 14         | ' temper'
1744       | 14         | ' possible'
29770      | 14         | ' tid'
1442       | 14         | 'vious'
16039      | 14         | ' asleep'
11676      | 14         | ' corn'
21693      | 14         | ' awake'
15900      | 14         | ' sheep'
18485      | 14         | ' farther'
32292      | 14         | ' saint'
12311      | 14         | 'ieve'
27258      | 14         | ' therein'
18549      | 14         | ' scarce'
2353       | 14         | ' pack'
18595      | 14         | ' advise'
2835       | 14         | ' round'
18672      | 14         | 'OND'
1816       | 14         | ' went'
47929      | 14         | ' vantage'
1348       | 14         | 'ished'
6427       | 14         | ' passing'
7770       | 14         | ' blind'
43743      | 14         | ' supper'
2829       | 14         | ' simple'
1820       | 14         | 'my'
36368      | 14         | 'enance'
43920      | 14         | 'Poor'
43926      | 14         | ' banished'
6388       | 14         | ' storm'
3328       | 14         | ' receive'
36097      | 14         | ' garments'
6350       | 14         | ' Where'
27654      | 14         | 'Lo'
5166       | 14         | ' pair'
3283       | 14         | ' carry'
1877       | 14         | ' low'
907        | 14         | 'ms'
37323      | 14         | ' fools'
21405      | 14         | ' bark'
14925      | 14         | 'think'
8001       | 14         | 'Art'
9160       | 14         | 'isa'
498        | 14         | 'ial'
12773      | 14         | ' fright'
5120       | 14         | ' proceed'
23428      | 14         | 'VAL'
2187       | 14         | ' whole'
23537      | 14         | ' outward'
44668      | 14         | ' devise'
14698      | 14         | 'Having'
19343      | 14         | ' lamb'
1943       | 14         | ' success'
19396      | 14         | ' bend'
2461       | 14         | ' respect'
619        | 14         | 'ough'
2782       | 14         | 'Ad'
45171      | 14         | ' undone'
14613      | 14         | ' thrust'
5661       | 14         | 'this'
6140       | 14         | ' begins'
4934       | 14         | ' authority'
4302       | 14         | ' Christian'
8335       | 14         | ' prepare'
6065       | 14         | ' Men'
24691      | 14         | ' cries'
31801      | 14         | ' nob'
35483      | 14         | ' dreadful'
19921      | 14         | ' belly'
4877       | 14         | 'ERS'
30227      | 14         | 'rieve'
615        | 14         | 'av'
4329       | 14         | ' becomes'
14009      | 14         | ' tune'
28329      | 14         | ' wont'
4414       | 14         | ' benefit'
13996      | 14         | ' cure'
13980      | 14         | ' Grey'
46123      | 14         | ' Somerset'
23937      | 14         | 'Besides'
28068      | 14         | ' borne'
3805       | 14         | ' despite'
5960       | 14         | 'Des'
5679       | 14         | ' follows'
2088       | 14         | 'oke'
3512       | 14         | ' demand'
34574      | 14         | 'annot'
4834       | 14         | 'En'
1746       | 14         | 'ands'
13589      | 14         | ' throat'
10800      | 14         | ' fatal'
7622       | 13         | ' keeps'
3354       | 13         | ' parts'
13747      | 13         | ' spirits'
972        | 13         | 'ement'
1040       | 13         | 'ins'
3823       | 13         | 'room'
14104      | 13         | ' twelve'
8465       | 13         | ' silver'
3080       | 13         | 'aves'
8319       | 13         | ' guest'
8963       | 13         | ' extrem'
1167       | 13         | ' inf'
8237       | 13         | ' wine'
8234       | 13         | ' fruit'
3881       | 13         | ' rock'
28509      | 13         | ' rash'
14765      | 13         | ' intend'
947        | 13         | 'ues'
9082       | 13         | ' shadow'
8073       | 13         | ' dinner'
3891       | 13         | ' names'
12589      | 13         | ' greet'
909        | 13         | ' ob'
1263       | 13         | ' big'
12537      | 13         | ' courtesy'
7926       | 13         | ' sorry'
902        | 13         | 'ments'
15191      | 13         | ' shore'
1318       | 13         | ' There'
1319       | 13         | ' wr'
1351       | 13         | ' list'
1353       | 13         | ' top'
15497      | 13         | ' pleasant'
7660       | 13         | ' finger'
27143      | 13         | 'USH'
7571       | 13         | 'Two'
12250      | 13         | ' neighbour'
7405       | 13         | ' legs'
4006       | 13         | ' condition'
28799      | 13         | ' Sic'
829        | 13         | 'les'
1460       | 13         | 'ides'
12172      | 13         | ' cam'
4017       | 13         | ' mer'
42531      | 13         | ' perish'
16371      | 13         | 'Very'
10568      | 13         | ' resolve'
7207       | 13         | 'fall'
28911      | 13         | ' damned'
3635       | 13         | ' Thursday'
756        | 13         | 'ont'
16866      | 13         | ' ruin'
9550       | 13         | ' silence'
9568       | 13         | ' colour'
1566       | 13         | ' until'
1598       | 13         | ' clear'
1627       | 13         | ' line'
9610       | 13         | 'orous'
6938       | 13         | ' taste'
710        | 13         | 'ne'
4081       | 13         | ' firm'
4090       | 13         | 'SA'
1694       | 13         | 'ister'
31030      | 13         | ' bastard'
697        | 13         | ' acc'
11782      | 13         | 'SON'
11699      | 13         | ' wound'
13681      | 13         | 'Great'
1726       | 13         | 'une'
6617       | 13         | ' proof'
6590       | 13         | ' violent'
6565       | 13         | ' empty'
6428       | 13         | ' mal'
18719      | 13         | 'enes'
662        | 13         | ' pre'
660        | 13         | 'te'
1871       | 13         | ' among'
11596      | 13         | ' prize'
19059      | 13         | ' owe'
19354      | 13         | ' jealous'
19480      | 13         | ' Fri'
6039       | 13         | ' hol'
6028       | 13         | ' pit'
4341       | 13         | ' spend'
20148      | 13         | 'Death'
591        | 13         | 'ks'
5938       | 13         | ' hurt'
5850       | 13         | ' Harry'
11238      | 13         | ' quit'
11109      | 13         | 'ello'
20562      | 13         | ' palace'
5840       | 13         | 'Am'
11031      | 13         | 'kind'
2164       | 13         | 'gr'
20909      | 13         | 'ointed'
25492      | 13         | 'Ty'
5597       | 13         | ' prepared'
30631      | 13         | 'RAY'
10217      | 13         | 'held'
10218      | 13         | ' innocent'
21547      | 13         | ' seas'
10931      | 13         | ' resign'
4461       | 13         | ' gain'
452        | 13         | 'iv'
3463       | 13         | ' weight'
10319      | 13         | ' gross'
29649      | 13         | ' pawn'
2237       | 13         | ' six'
5482       | 13         | ' gar'
5474       | 13         | ' flight'
2257       | 13         | 'ST'
419        | 13         | 'ort'
36874      | 13         | 'bly'
5405       | 13         | ' glass'
22096      | 13         | ' lend'
3404       | 13         | ' stuff'
403        | 13         | 'un'
10388      | 13         | ' contrary'
22444      | 13         | ' miserable'
34218      | 13         | ' cunning'
5193       | 13         | ' nine'
375        | 13         | 'od'
2471       | 13         | ' ap'
10645      | 13         | ' lip'
10614      | 13         | ' wedding'
2629       | 13         | ' Mus'
23875      | 13         | ' conquer'
10607      | 13         | ' pleased'
309        | 13         | ' T'
4653       | 13         | 'Se'
89         | 13         | 'z'
24329      | 13         | ' exile'
3348       | 13         | ' paper'
6699       | 13         | ' denied'
10564      | 12         | ' dies'
18280      | 12         | ' Rivers'
26202      | 12         | ' assurance'
13763      | 12         | ' hatred'
1067       | 12         | ' cr'
26322      | 12         | ' solemn'
13952      | 12         | ' spare'
1077       | 12         | 'ash'
4335       | 12         | 'aked'
19878      | 12         | ' PER'
46564      | 12         | 'eming'
8571       | 12         | ' conce'
25830      | 12         | ' peril'
4379       | 12         | ' seeing'
2038       | 12         | ' fail'
25722      | 12         | ' mourn'
26485      | 12         | ' wrath'
2724       | 12         | 'uk'
4188       | 12         | 'que'
14142      | 12         | ' beloved'
320        | 12         | 'im'
30186      | 12         | ' scept'
4175       | 12         | ' inform'
14167      | 12         | ' Stanley'
14202      | 12         | 'None'
8875       | 12         | ' instrument'
33975      | 12         | ' unnatural'
25340      | 12         | ' undertake'
4459       | 12         | ' opinion'
3392       | 12         | ' ones'
25155      | 12         | ' cursed'
8946       | 12         | ' gate'
20122      | 12         | 'hearted'
44827      | 12         | ' remembrance'
13055      | 12         | ' painted'
10657      | 12         | ' wounded'
13026      | 12         | ' drum'
8204       | 12         | ' entertain'
4594       | 12         | 'aste'
1230       | 12         | ' government'
4618       | 12         | ' plant'
4621       | 12         | ' advantage'
12939      | 12         | ' resolved'
24672      | 12         | ' misery'
5920       | 12         | ' bodies'
10695      | 12         | 'hire'
6243       | 12         | 'icious'
4071       | 12         | ' rare'
6268       | 12         | ' motion'
14850      | 12         | ' daughters'
34715      | 12         | 'ruly'
2613       | 12         | ' ball'
2072       | 12         | 'itor'
4039       | 12         | ' chief'
1271       | 12         | ' number'
386        | 12         | ' pro'
5899       | 12         | ' pure'
32420      | 12         | ' heed'
24519      | 12         | ' hid'
4005       | 12         | 'aven'
1278       | 12         | ' gl'
20437      | 12         | ' goodness'
397        | 12         | 'ab'
2586       | 12         | 'omes'
3303       | 12         | ' language'
1895       | 12         | ' access'
12553      | 12         | ' embrace'
24456      | 12         | ' accuse'
24306      | 12         | ' Messenger'
12510      | 12         | 'Three'
43878      | 12         | ' curses'
2561       | 12         | ' Will'
2555       | 12         | ' continue'
18915      | 12         | ' colours'
10904      | 12         | ' lean'
43411      | 12         | ' folly'
10049      | 12         | 'Only'
12428      | 12         | ' cens'
3288       | 12         | ' natural'
871        | 12         | 'ities'
15469      | 12         | ' senators'
1834       | 12         | 'urs'
7676       | 12         | 'Mar'
7598       | 12         | ' Luc'
7596       | 12         | 'rous'
2119       | 12         | ' room'
12270      | 12         | ' damn'
15750      | 12         | 'clock'
1811       | 12         | ' several'
3884       | 12         | ' credit'
27806      | 12         | ' fortunes'
3506       | 12         | 'right'
30701      | 12         | ' plead'
12157      | 12         | ' happiness'
15974      | 12         | ' prey'
7457       | 12         | ' mistake'
5037       | 12         | 'ellow'
7407       | 12         | 'Ed'
12105      | 12         | ' naked'
9480       | 12         | ' calm'
5048       | 12         | ' instruct'
29448      | 12         | ' amen'
2436       | 12         | 'bl'
1451       | 12         | ' cap'
42676      | 12         | ' princes'
3084       | 12         | ' table'
9590       | 12         | 'Still'
1458       | 12         | ' pat'
48977      | 12         | ' joyful'
3836       | 12         | 'edom'
3832       | 12         | 'awn'
1484       | 12         | 'used'
9635       | 12         | ' spoken'
1801       | 12         | ' dam'
7279       | 12         | 'Dis'
7176       | 12         | ' hopes'
2777       | 12         | 'sp'
2165       | 12         | ' Pol'
3793       | 12         | ' remains'
9690       | 12         | 'Thanks'
7110       | 12         | ' plot'
11644      | 12         | ' conj'
17034      | 12         | 'rt'
6508       | 12         | ' cup'
22365      | 12         | ' dur'
3246       | 12         | ' terror'
18465      | 12         | 'Nothing'
1621       | 12         | ' story'
10150      | 12         | ' waters'
17291      | 12         | ' sometime'
3738       | 12         | ' Ant'
652        | 12         | 'ory'
5342       | 12         | ' minister'
21178      | 12         | ' endure'
6941       | 12         | ' mo'
2183       | 12         | ' custom'
3150       | 12         | 'oms'
1642       | 12         | ' making'
1649       | 12         | ' When'
28615      | 12         | ' prevail'
6877       | 12         | ' hat'
5645       | 12         | ' ends'
31315      | 12         | 'ARCH'
28777      | 12         | ' obedience'
22021      | 12         | ' theirs'
589        | 12         | 'ase'
21752      | 12         | ' princess'
549        | 12         | 'ub'
5613       | 12         | ' Peter'
40818      | 12         | 'ALTH'
1730       | 12         | ' deal'
7731       | 12         | ' Did'
13886      | 11         | 'ping'
4922       | 11         | ' degree'
4911       | 11         | ' express'
6430       | 11         | ' Yet'
11258      | 11         | 'arer'
33558      | 11         | ' manners'
1747       | 11         | 'ots'
13927      | 11         | 'wear'
6439       | 11         | ' unknown'
1740       | 11         | 'ched'
5576       | 11         | ' uns'
3629       | 11         | 'Bl'
3632       | 11         | ' brain'
2771       | 11         | 'ese'
30318      | 11         | ' venom'
13717      | 11         | ' absent'
2001       | 11         | 'aff'
10066      | 11         | ' passage'
6698       | 11         | ' faces'
574        | 11         | 'ven'
10591      | 11         | ' mile'
3650       | 11         | ' store'
13676      | 11         | ' grows'
19958      | 11         | ' dire'
11379      | 11         | 'fold'
19959      | 11         | ' Hermione'
5485       | 11         | ' shape'
10532      | 11         | ' drops'
5460       | 11         | 'look'
2041       | 11         | ' special'
49404      | 11         | ' Naples'
6774       | 11         | ' brings'
14071      | 11         | ' deserves'
4423       | 11         | ' shut'
1102       | 11         | 'con'
3382       | 11         | ' wants'
988        | 11         | 'ek'
9941       | 11         | ' teeth'
3675       | 11         | ' beyond'
6824       | 11         | ' intent'
330        | 11         | 'ac'
987        | 11         | ' inter'
5635       | 11         | ' powers'
9930       | 11         | 'they'
5402       | 11         | ' protest'
1119       | 11         | ' They'
626        | 11         | 'vel'
17607      | 11         | ' flies'
14260      | 11         | ' horses'
